Title,Address,Descripcion,Precio,Tamaño,Latitud,Longitud
RTV2607E-285 Insurgentes Terreno,Unidad Nacional (Ampliación); Ciudad Madero,Terreno en excelente ubicación; cerca de centros comerciales. 200 m2 en zona no inundable.,$ 1;000;000,200 m²,22.28868,-97.83894
Terreno Residencial de 1;000 M² Lomas del Sur; Guanajuato,Silao,Terreno semi plano de 1;000 m2 Con espectacular vista sobre calle lomas de los santos. El terreno mide 20 mts de frente x 50 mts de fondo; con servicios de agua...,$ 360;000,1000 m²,20.964093,-101.560703
Lomas de Queretaro,Lomas de Querétaro; Querétaro,Terreno muy bien ubicado a 1 min de constituyentes frente a la plaza de toros; pampas;cuenta con cimentación para soportar 3 piso cuenta con drenaje; zona de...,$ 1;100;000,180 m²,20.5675,-100.4052
QUINTAS DEL MARQUES; EXCELENTE TERRENO EN CABECERA DE MANZANA; MUY CERCA DE LA CARRETERA 57,.Fray Anton de Montesinos 107||Quintas del Marqués; Querétaro,Excelente Terreno para casas u oficinas; excelente ubicacion,$ 1;500;000,230 m²,20.582,-100.367
Terreno en Venta Comercial en Querétaro Loma Dorada; 4 Oficinas y 1413 Terreno,México; Santiago de Querétaro; Loma Dorada||Loma Dorada; Querétaro,Terreno en venta 530 metros de construcción y 1413 de terreno con 4 amplias oficinas;2 y 1/2 baños sala de juntas; cocina; terraza y jardines con vista a los ar...,$ 17;000;000,1413 m²,20.59423,-100.36719
Terreno en Venta en MONTECRISTO,CARRETERA TUXTLA SAN FERNANDO FRACC. MONTECRISTO 0||Montecristo; Huixtla,Nocnok ID: MX17-CY8676. RESIDENCIAL CAMPESTRE MONTECRISTO.||TERRENOS CAMPESTRES EN VENTA CON TODOS LOS SERVICIOS: ELECTRIFICACIÓN SUBTERRÁNEA; CAMINO EXCLUSIVO DE 80 METROS; CASETA DE VIGILANCIA; PORTON Y CONTROL DE ACCESO DESDE LA CARRETERA...,$ 942;000,471 m²,16.41667,-93.15
Ubicado en calle Vista Hermosa de San Marcos Guerrero,San Marcos; San Marcos,Ubicado en calle Vista Hermosa de San Marcos Guerrero.Terreno tur.(JLIT),$ 1;200;000,61112 m²,16.79474,-99.38853
Terreno Campestre en García N.L. 44 Hectareas.,Icamole; García,Terreno Campestre en García N.L. 44 Hectareas. con acceso desde carretera. EasyBroker ID: EB-DT1914,$45,NA,25.7912954,-100.6768312
KL / TERRENO VENTA; TOTALMENTE PLANO; REAL DE JURIQUILLA. ,Real de Juriquilla; Querétaro,Excelente terreno en calle cerrada. ||Totalmente plano frente a glorieta. ||||Citas: ||KAREN LARA,$ 2;158;000,654 m²,20.722455,-100.4678918
Otr00011 rancho acuitzio del canje,Acuitzio Del Canje; Acuitzio,Hermoso rancho ganadero en venta ubicado en acuitzio del canje.Rancho con instalaciones aptas para engorda de ganado; con bodegas; pozo de agua.9has en tota...,$ 22;990;000,NA,19.49481,-101.33319
Terreno a la venta en Cancún,Supermanzana 68; Benito Juárez,Ref: NEX-11476||||Excelente terreno en venta Cancún. Orquídeas MZ 68; lote 11 .+ 30 de frente x 9.15 de fondo; total 274.5 metros cuadrados cada uno.+ a 3.1 km de...,$ 320;000,274 m²,21.17845711,-86.8251854
HuimilpanTerreno;Parcela de2.55 Hectáreas,La Noria; Huimilpan,Excelente Terreno en La Noria; Huimilpan; a 20 minutos de Centro Sur; muy cerca de los Fraccionamientos Cañadas del Lago; Cañadas del Arroyo; El Condado y Fracc...,$120,25528 m²,20.48981814,-100.3097429
Venta de Terreno para Quinta en San Miguel; Montemorelos; N.L.,San Miguel; Montemorelos,Terreno con medidas de 30 mts. de frente por 60 mts. de fondo; cuenta con barda en uno de sus lados y en los otros tres lado tiene malla ciclonica. Tiene una ub...,$ 590;000,1800 m²,25.07246,-100.1218
Los Sueños Terreno en Venta,Av.Ignacio L.Vallarta 3298||Rancho Contento; Zapopan,Los sueños; hermoso terreno en ventaOportunidad!!!!! Inmejorable lugar para construir tus sueños Excelente ubicación y gran plusvalía Terreno con vista al lago ...,$ 6;663;000,617 m²,20.71252,-103.48088
Terreno en Venta Col. Bellavista Metepec; Zona Tecnológico,Bella Vista; Metepec,Terreno en Venta en la Col. Bellavista; a media cuadra de Av. Tecnológico; en la misma calle del Restaurante Cocono Metepec.Muy cerca de Paseo Tollocan y de l...,$ 18;858;000,4490 m²,19.269045,-99.5767012
Pre-Venta: Terreno en Privada Residencial al Norte de Mérida,Dzidzilche; Mérida,Terreno en privada residencial ubicada al norte de Mérida a 2 km de Dzidzilché ; estilo hacienda contemporánea.||Está constituida por 190 Lotes que van desde los...,$ 650;383,547 m²,21.1502777,-89.6905555
Gran Terreno en Venta en el Cuyo; Municipio de Tizimin; Yucatán,México; Tizimín; El Cuyo||El Cuyo; Tizimín,Atención desarrolladores e inversionistas!Espectacular terreno que cuenta con cenotes en su interior; tierras fértiles ideales para la agricultura y explotación...,NA,1343100 m²,21.51534,-87.67518
 Terreno Con Vocación Industrial.,SAN JOSE ITURBIDE GUANAJUATO ||San José Iturbide,Terreno industrial en venta; en san jose iturbide. El predio se localiza muy cerca del parque industrial opción; cuenta con una superficie de 59389.81; el pre...,NA,59389 m²,1,1
Venta Terreno Rustico; Xicotepec,San Agustín Atlihuácan||San Agustin; Xicotepec,Descripción||||Terreno de 1.5 Ha. escriturada; aunque tiene una excedencia de 3;000 m2 más; a bordo de carretera; cuenta con un arroyo y una cabaña en obra negra....,NA,15000 m²,20.26218,-98.00054
Terreno en Venta; Monterrey; Nuevo León,Calderon||Chepevera; Monterrey,Exelente Terreno en esquina con uso de suelo mixto; (comercial y habitacional); ya hecha la demolicion,$ 20;500;000,970 m²,25.68253,-100.34036
TERRENO EN VENTA EN PRADOS DE LA CRUZ EN TONALA,Rancho La Cruz; Tonalá,TERRENO EN VENTA EN PRADOS DE LA CRUZ A LADO DE LA ESCUELA SECUNDARIA 127 LEONA VICARIO,$ 350;000,128 m²,20.6497935,-103.2194068
Terreno en Venta k.m. 15.5; Ruta de los Cenotes Puerto Morelos.,Ruta de los cenotes k.m. 15.5||Puerto Morelos; Puerto Morelos,A 15 minutos de la playa; en el corazón de la ruta de los cenotes se encuentra este predio con flora y fauna completamente virgen.Lugar propicio para actividades de descanso; ecoturismo; amigables con el medio ambiente.Estatus legal:...,$ 850;000,10000 m²,20.8482489,-86.876106
Propiedad; Calle Oriente 25; Col. Reforma. Cd. Nezahualcoyotl,México; Nezahualcóyotl; Reforma; Calle Oriente 25||Reforma; Nezahualcóyotl,Propiedad en remate bancario:Terreno de 120 m2. Tiene un par de cuartos construidos.Se encuentra a media calle de av. Pantitlan.Pago solo de contado en dos partes.$245;000.00 a la firma de contrato; Y en 120 días hábiles el resto de: $ 259;...,$ 504;402,120 m²,19.37363,-98.97419
SE VENDE TERRENO BARDEADO COL. PUERTO MEXICO,Puerto México; Coatzacoalcos,Ref: NEX-6673||||SE VENDE TERRENO BARDEADO EN COL. PUERTO MEXICO EN COATZACOALCOS. VERUBICADO EN LA CALLE DE SALVADOR DIAZ MIRONNO. 2906ENTRE LAS CALLES FRANCIS...,$ 1;500;000,300 m²,18.1517278,-94.4122754
VENTA O RENTA DE TERRENO DE 6000 M2 EN LA CARRETERA TOLUCA-NAUCALPAN ,Lomas de Xonacatlan; Xonacatlán,EXCELENTE UBICACIÓN||SOBRE LA CARRETERA TOLUCA NAUCALPAN DIRECCION TOLUCA||A 500 MS DEL LIBRAMIENTO LERMA-ATLACOMULCO||XONACTLAN||SUPERFICE 6000 M2 CON 25MS DE FREN...,$ 3;000,6000 m²,19.4162371,-99.5573973
Terreno En Venta En Ejido De Riego Pie De Gallo,Pie de Gallo; Querétaro,En Venta 5.58 Hectáreas De Terreno En Ejido De Riego. Anteriormente Fue Utilizado Como Terreno De Siembra. Cuenta Con Título De Propiedad.  - A 200 Mts De La Ca...,$ 16;740;000,55800 m²,20.78571,-100.48924
Terreno en venta las pintas; el salto jalisco,Las Pintas; El Salto,Terreno Ejidal en venta con su titulo de propiedad; se asesora para elevarse a escritura publica el predio; ubicado en las pintas Jalisco; cercano a el aeropuer...,$ 1;707;640,2144 m²,20.58333,-103.31667
vendo en Temozon norte 20;862 m2,Xcanatun; Mérida,terreno con una superficie de 20;862 m2 a unos metros de carretera Merida/ progreso;excelente ubicación privadas a pocos metros como Villa real y Artisana;excelente opcion para desarrollar en zona norte de MeridaPrecio x m2 $ 900,$ 18;775;000,20862 m²,21.07477,-89.63445
Terreno en Venta en Residencial San Jeronimo; Saltillo,San Jerónimo; Saltillo,terreno comercial sobre Los Gonzalez de 1.5haTerreno de 15;057.46m2 ubicado en Eulalio Gutiérrez (Los Gonzalez); frente a San Alberto; cuenta con 3 frentes; tod...,$ 121;965;426,15057 m²,25.46408,-100.95894
Terreno en venta en Puerto Morelos /Riviera Maya,Puerto Morelos; Benito Juárez,Terreno en venta en Riviera Maya||||Terreno titulado||Puerto Morelos a solo 20 minutos del mar ..||Escriturado y rodeado de cenotes y selva||A solo 30 min de cancun...,$ 390;000,2000 m²,20.8486974,-86.9055134
TERRENO PLANO EN CERRADA,Lomas de las Palmas; Huixquilucan,Amplio Terreno plano; ubicado en esquina en Lomas de las Palmas. Cuenta con 251.74 m2.||En cerrada con seguridad. ||Jardín común en el centro. EasyBroker ID: EB-C...,US$ 305;000,251 m²,19.3954578,-99.2716288
Ranchos en Venta en Llera de Canales,Llera de Canales; Llera,RANCHO EN VENTA EN LLERA DE CANALES TAMAULIPASAtención Inversionistas; a sólo 52 km al sur de Ciudad Victoria; a 35 min; a sólo 35 min. te encontrarás con esta increíble oportunidad para un gran desarrollo o simplemente disfrutar de esta be...,US$ 5;000;000,26000000 m²,23.31664,-99.02255
Terrenos en Venta en Vista Hermosa,Vista Hermosa; Monterrey,"Excelente Terreno en Venta  ||||||||			||		||			||			Magnífico Terreno descendente; para construir Residencia o Desarrollar Departamentos",$ 4;512;500,361 m²,25.69341,-100.35883
Venta Terreno en Venta a 5 Min de la Autopista Ixtapan de la Sal,Llano de La Unión; Ixtapan de La Sal,Terreno en venta a 5 min de la autopista de ixtapan de la sal. Lotes desde 700 m2 precio por m2 $450.00 pesosPropiedad lista para escriturar¡¡¡¡¡¡¡¡¡¡,$ 315;000,700 m²,18.8902385,-99.66925947
Terreno en Venta de 1600 M² en Lindavista,Lindavista Vallejo II Sección; Gustavo A. Madero,Excelente terreno en venta; uso de suelo muy amplio; plaza comercial; gasolinera; restaurantes bar; farmacias; excelente ubicación en esquina; excelentes vías d...,$ 65;000;000,1600 m²,19.49241,-99.14198
Terreno en venta en San Andrés Cholula a 3 calles de la UDLAP,San Andres Cholula; San Andrés Cholula,Terreno con una superficie de 604.35 m2 se encuentra sobre calle a 3 calles de la udlap ideal para inversionistas; constructores; cuenta con todos los servicios...,$ 3;928;275,604 m²,19.04802,-98.29617
Terreno en venta en el centro de magdalena; jal; inversión.,Magdalena Centro; Magdalena,Se vende lote en el municipio de Magdalena; Jal. Se encuentra en una excelente ubicación a tan solo 3 cuadras del centro de este municipio; una gran ventaja es...,$ 1;200;000,484 m²,20.90964,-103.97517
Lote. Vista Real. Doble Frente,Vista Real; San Pedro Garza García,Lote en Venta. Fraccionamiento Vista Real. Único terreno plano en esquina.|||| 24 metros de frente. 27 Fondo,$ 7;800;000,369 m²,25.65232,-100.32337
Terrenos bugambilias colindan con bosque,Bugambilias; Zapopan,Terrenos de 403 mts(son 2) se venden por separadoMiden 13x31mPlanos colindan con bosque en la parte de atras; y el frente es una calle que tiene el bosque en frente.Excelentes,$ 2;800;000,403 m²,20.73801,-103.40323
Propiedad 50 X 100 enYaxche a 15 Min de Periferico yCd Caucel.,Ucú; Ucú,Terreno de 50 x 100 mts; excelente muy amplio; con titulo de propiedad; cercano a la mancha urbana de yaxche.Pasan los postes luz electrica a 100mtsDistancia al parque principal 600 mts.Propio para contruir a su gusto en un lugar con mucha...,$ 350;000,5000 m²,21.03333,-89.75
Terreno en Venta en La Providencia; Yautepec;Morelo,Caballos||Álvaro Leonel; Yautepec,Terreno bardado y con lindos arboles en el perímetro. Está en zona en pleno desarrollo de Yautepec.,$ 1;370;000,1537 m²,18.88139,-99.11424
Oportunidad terreno con Hermosa vista al mar Col. San Marino.,México; 22703; Playas de Rosarito; Ensenada-Tijuana||Residencial San Marino; Tijuana,TERRENO EN SAN MARINO ||Terreno Rustico en el Fraccionamiento San Marino; el desarrollo cuenta con una alta plusvalía lo que todos esperamos y es un sueño poder...,$ 38;000,218 m²,32.53482,-117.04381
Vendo Terreno Loma Dorada; 306 M2; 25.5 M2 Fondo 12 M2 Frente; Oportunidad,México; Santiago de Querétaro; Loma Dorada; Privada Loma de Sangremal||Loma Dorada; Querétaro,Vendo terreno en Loma Dorada; son 306 m2; 25.5 m2 de fondo 12 m2 de frente; oportunidadVendo terreno en fraccionamiento Loma Dorada; son 306 m2; se vende abajo...,$ 1;700;000,306 m²,20.5954,-100.36371
Terreno esquinero en venta en Av. Fonatur con 3 frentes,Álamos I; Benito Juárez,Ref: NEX-12347||||Terreno esquinero con 3 frentes sobre calle Fonatur con uso de suelo mixtoTiene construidos 3 locales en obra gris; 1 oficina; baños de hombre;...,$ 12;000;000,3330 m²,21.13052932,-86.85252108
TERRENO OPORTUNIDAD EN PAGOS,México; Cuautitlán Izcalli; Ejido de Axotlán; Avenida Tláloc||Axotlan; Cuautitlán Izcalli,TERRENO MUY BIEN UBICADO PLANO; CON TODOS LOS SERVICIOS||PAPELES EN ORDEN;LO MAS INTERESANTE ES QUE LO VENDEN EN PAGOS Y SE VENDEN LOS METROS QUE NECESITEN TODO ES A TRATAR ;2000 PESOS METRO CUADRADO||MAS INFORMES 5513849208,NA,5300 m²,19.69417,-99.23129
Terreno en Venta en Residencial “El Cielo”,Monterrey,·        carretera nacional km 217·        terreno: 16m de frente x 62.5m de profundo·        privada zona residencial·        listo para construir ·        45k...,$ 650;000,1000 m²,25.6781684,-100.3191821
Terreno - Cabo Pulmo,Cabo Pulmo; Los Cabos,Construye tu ventana al Mar de Cortés. Despierte cada mañana a gloriosos amaneceres y comience su día en el paraíso nadando; pescando; practicando kayak o hacie...,US$ 820;000,9907 m²,23.56348245,-109.49941
General Bravo- Carretera Monterrey Reynosa,Carretera Libre Monterrey - Reynosa General Bravo Nuevo León; México||Gral. Bravo; General Bravo,Terreno situado a orilla de la Carretera Monterrey- Reynosa; con frente de 245m sobre esta carreteraEl terreno es semiplano e irregular; de importantes dimensionesSu area total es 539 hectareas ID:95769. Preguntar por Adriana Ramírez,$ 8;500;000,5390547 m²,NA,NA
Terreno en venta en San Bernardino Tlaxcalancingo OPT-0117,Tlaxcalancingo; San Andrés Cholula,Terreno ubicado a pie de calle a 5 minutos de camino real a san andrés. Características: Frente: 17.55 mFondo: 20 mPrecio por m2: $3;200.00Tipo de escritura: pú...,$ 1;512;512,472 m²,19.01468668,-98.27781981
TERRENO EN VENTA EN CUMBRES BUROCRATAS DEL ESTADO ,Burócratas Del Estado; Monterrey,EL TERRENO SE ENCUENTRA EN UNA POSICIÓN PRIVILEGIADA. ||||YA QUE ESTÁ UBICADO A UNA CUADRA Y MEDIA DEL HOSPITAL REGIONAL DEL ISSSTE; CON EXTRAORDINARIO TRAFICO...,$ 3;500;000,334 m²,25.7060344,-100.3617197
Se Vende Terreno en Fracc. Haciendas del Campestre,Haciendas del Campestre; Durango,429.83 m2 de superficie (14.3 x 30.5 x 14.3 x 30.06 m); fraccionamiento privado frente al club campestre de durango; terreno ubicado en hacienda san antonio. $4...,$ 1;765;000,429 m²,23.98857,-104.65208
Terreno Roma Norte ,Roma Norte; Cuauhtémoc,Terreno de 340 m2Forma cuadrangularUso de suelo comercial y habilitacionalA dos cuadras de av. Alvaro obregon,$ 16;500;000,340 m²,19.41863,-99.15731
Terreno en Venta; Yaxkukul,Yaxkukul; Yaxkukul,En venta 52 lotes de 200 m2 (10 x 20) se entregan con calle y servicio de luz a pie de lote. EasyBroker ID: EB-BM9676,$ 39;000,200 m²,21.06521474,-89.42628802
Terreno | Francisco Villa | Venta | Morelia,Francisco Villa; Tarímbaro,Terreno | Francisco Villa | Venta | Morelia,$ 1;490;000,1386 m²,19.79662677,-101.1786805
CTV796-285 Melchor Ocampo Terreno LONA 75,Tantoyuca Centro; Tantoyuca,Terreno ideal para construcción ya sea negocio o vivienda; ubicado en excelente zona en el centro de Tantoyuca; cuenta con terrenos adyacentes que también están en venta.,$ 1;400;000,424 m²,21.35116,-98.22635
Rancho en Acayucan Ver,México; Acayucan; Corral Nuevo||Corral Nuevo; Acayucan,Son 1000 hectáreas es decir 10;000;000 m2 (Diez millónes de metros cuadrados)El rancho se vende con animales y maquinaria.}Maquinaria:5 tractores1 mezcladora de...,NA,10000000 m²,18.11491,-95.11756
Terreno Plano Rectangular En Fraccionamiento Cerrado; Zona Atlixcayotl; Puebla.,Residencial San Bernardino||Tlaxcalancingo; San Andrés Cholula,Terreno rectangular plano de 220m2Fraccionamiento quintas de angelópolisEscriturado.,$ 1;430;000,220 m²,19.00750498,-98.27567404
Terreno en Dulces Nombres,Dulces Nombres; Pesquería,Terreno a 10 min del aeropuerto internacional mariano escobedo; al lado de nuevo fraccionamiento; rapido acceso condicion construccion: media,$ 5;000;000,40000 m²,25.73643,-100.08096
Vendo terreno Quintas del sol,Chihuahua II; Chihuahua,Excelente terreno residencial totalmente plano cerca de camino al campestre,$ 2;800;000,537 m²,28.63402,-106.10148
Terreno en Venta en el Pueblito Excelente Zona y Plusvalía! Rahqro,El Pueblito; Corregidora,Rahqro ex-165 amplio terreno a una manzana de josefa ruiz de dominguez; ideal para desarrollo residencial o comercial; la calle se esta convirtiendo en zona com...,$ 12;000;000,3400 m²,20.58312,-100.40924
Venta de Terreno en Bacalar con 14 Hectáreas ,Bacalar; Bacalar,Este lugar alberga uno de los tesoros más hermosos: La laguna de los siete colores que además de su belleza natural única también guarda otros tesoros sorprende...,$ 33;000;000,140000 m²,18.6756289,-88.3960919
TERRENO EN VENTA AL SUR DE LA CIUDAD; TTV 315433,PARCELA ZI 7||El Refugio de Peñuelas; Aguascalientes,TERRENO REGULAR CON EXCELENTE UBICACIÓN A SOLO POCOS METROS DE LA CARRETERA PANAMERICANA 45 SUR LEON AGUASCALIENTES; MUY BUENA OPORTUNIDAD DE POTENCIAL COMERCIAL. Para más información llamar a la oficina al 971 00 00.,$ 3;987;600,9969 m²,21.717,-102.274
 Terreno Industrial Rectangular Plano con Piso de Concreto Armado 43;000 M2.,México; 54713; Cuautitlán Izcalli; San Mateo Ixtacalco; Avenida Benito Juárez||San Mateo Ixtacalco; Cuautitlán Izcalli,Cuautitlán izcalliBenito juárez san mateo iztacalco a 3.5 km de la autopista méxico-querétaro.TerrenoUso de suelo industrialOpción para instalar espuela de ferrocarrilSuperficie 43;000 m2 con opción de 20;000 m2 másForma rectangularTopografía planaFrente 115 mtsFondo 360 mtsPrecio en venta $3;500 x m2Precio en renta $ 20 x m2Página:,NA,43000 m²,19.7102,-99.18743
Terreno en Milenio Iii; Ideal Departamentos. Extraordinaria Vista.,México; Santiago de Querétaro; Calle Sendero de Granada||Milenio III; Querétaro,Excelente oportunidad de inversión¡¡Super ubicado en la parte central de Milenio III; cerca de superama; farmacia guadalajara; oxxo; etc.Cuenta con una impresio...,$ 2;903;000,486 m²,20.59379,-100.35825
Venta increíble terreno en fraccionamiento el campanario,El Campanario; Querétaro,Venta de terreno en fraccionamiento el campanario de 1;250 mts2. Fraccionamiento con vigilancia; avenidas amplias; áreas verdes; lagos y campo de golf. Club de golf con 2 albercas semi-olímpicas; área de juegos infantiles; 5 canchas de teni...,$ 15;000;000,1250 m²,20.61262,-100.35343
